SEED	BIGG	KEGG	byocyc	name
rxn00786_c0	FBA	R01068	NULL	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)_c0
rxn05217_c0	['ASPt2m', 'ASPt2n', 'ASPt2', 'AGP3_2', 'GAP1_5', 'ASPt2r', 'AGC1_2', 'DIP5_4', 'ASPt6', 'ASPt2pp', 'ASPt7']	NULL	NULL	TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_c0
rxn14054_c0	NULL	R05233	NULL	trans-3-Chloro-2-propene-1-ol:NAD+ oxidoreductase_c0
rxn03012_c0	NULL	R04336	['META:RXN-4821.c', 'META:RXN-4821']	R04336_c0
rxn03908_c0	CDPMEK	R05634	['META:2.7.1.148-RXN', 'META:2.7.1.148-RXN.c']	ATP:4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol 2-phosphotransferase_c0
rxn09197_c0	PSD120	NULL	NULL	Phosphatidylserine decarboxylase (n-C12:0)_c0
rxn00740_c0	['YML082W', 'SHSL4']	R00999	META:METBALT-RXN.c	"O-Succinyl-L-homoserine succinate-lyase (deaminating; 2-oxobutanoate-forming)_c0"
rxn01100_c0	['PGK1', 'PGK']	R01512	['META:PHOSGLYPHOS-RXN', 'META:PHOSGLYPHOS-RXN.c', 'META:PHOSGLYPHOS-RXN.d']	ATP:3-phospho-D-glycerate 1-phosphotransferase_c0
rxn00838_c0	['ADE12', 'ADSS', 'ADSS_i']	R01135	['META:ADENYLOSUCCINATE-SYNTHASE-RXN.c', 'META:ADENYLOSUCCINATE-SYNTHASE-RXN']	IMP:L-aspartate ligase (GDP-forming)_c0
rxn08707_c0	['HEMEOS', 'HEMEOSm']	R07411	['META:HEMEOSYN-RXN.c', 'META:HEMEOSYN-RXN.p']	protoheme IX farnesyltransferase_c0
rxn05356_c0	['FAS1_4_2', 'ETR1_4', 'EAR100y']	R04962	NULL	Decanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing and thioester-hydrolysing)_c0
rxn02283_c0	NULL	R03189	NULL	5-Formyltetrahydrofolate:L-glutamate N-formiminotransferase_c0
rxn03287_c0	NULL	R04810	NULL	3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase_c0
rxn00512_c0	['GLYCLTDx', 'GLYCLTDxr']	R00717	['META:GLYCOLATE-REDUCTASE-RXN.c', 'META:GLYCOLATE-REDUCTASE-RXN']	Glycolate:NAD+ oxidoreductase_c0
rxn05396_c0	NULL	NULL	NULL	9-methyl-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn00831_c0	['U32', 'NTD11', 'NTD11pp']	R01126	['META:5-NUCLEOTID-RXN.c.metaexp.IMP_INOSINE', 'META:RXN-7607', 'META:RXN-7607.c', 'META:5-NUCLEOTID-RXN.p.metaexp.IMP_INOSINE']	Inosine 5'-monophosphate phosphohydrolase_c0
rxn00748_c0	MGSA	R01016	['META:METHGLYSYN-RXN', 'META:METHGLYSYN-RXN.c']	glycerone-phosphate phosphate-lyase (methylglyoxal-forming)_c0
rxn12634_c0	['AMPEP10', 'MEAMP1(gly-glu)']	NULL	NULL	methionyl aminopeptidase_c0
rxn00883_c0	['INM1', 'YDR287W', 'MI3PP']	R01187	['META:MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN', 'META:MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN.c', 'META:RXN-10949.c.metaexp.1-L-MYO-INOSITOL-1-P']	1D-myo-Inositol 3-phosphate phosphohydrolase_c0
rxn01457_c0	GUI2	R01983	['META:GALACTUROISOM-RXN', 'META:GALACTUROISOM-RXN.c']	D-Galacturonate aldose-ketose-isomerase_c0
rxn01255_c0	['CHORS', 'ARO2', 'CH or S']	R01714	['META:CHORISMATE-SYNTHASE-RXN', 'META:CHORISMATE-SYNTHASE-RXN.c']	5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)_c0
rxn05872_c0	NULL	R00624	NULL	Secondary_c0
rxn10014_c0	ACOAD6	NULL	NULL	acyl-CoA dehydrogenase (tetradecanoyl-CoA)_c0
rxn04727_c0	NULL	R06918	NULL	R06918_c0
rxn00776_c0	NULL	R01055	['META:RXN0-5398', 'META:RXN0-5398.c']	"uracil hydro-lyase (adding D-ribose 5-phosphate;pseudouridine-5'-phosphate-forming)_c0"
rxn05251_c0	NULL	NULL	NULL	FACOAL170(anteiso)_c0
rxn05485_c0	['ACGApts', 'ACGAptspp']	NULL	NULL	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS_c0
rxn14089_c0	NULL	R05234	NULL	cis-3-chloro-2-propene-1-ol:NAD+ oxidoreductase_c0
rxn00214_c0	['GAL10', 'UDPG4E']	R00291	META:UDPGLUCEPIM-RXN.c.metaexp.CPD-12575	UDP-glucose 4-epimerase_c0
rxn01895_c0	HKNDDH	R02603	META:MHPCHYDROL-RXN.c	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate succinylhydrolase_c0
rxn01211_c0	['ADE3_3', 'MIS1_3', 'MTHFC', 'MTHFCm']	R01655	META:METHENYLTHFCYCLOHYDRO-RXN.c	5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)_c0
rxn02836_c0	NULL	R04038	['META:RXN-4307.c', 'META:RXN-4307', 'META:RXN-4307.d', 'META:RXN-4307.m']	2-Isopentenyl-diphosphate:AMP delta2-isopentenyltransferase_c0
rxn01981_c0	NULL	R02743	NULL	(5-L-Glutamyl)-L-amino-acid 5-glutamyltransferase (cyclizing)_c0
rxn00527_c0	['ARO9_2', 'ARO8', 'TYRTAi', 'AAT1_2', 'TYRTAim', 'TYRTAm', 'TYRTAip', 'TYRTAp', 'AAT2_2', 'TYRTA']	R00734	['META:TYROSINE-AMINOTRANSFERASE-RXN.c', 'META:TYROSINE-AMINOTRANSFERASE-RXN', 'META:TYRAMINOTRANS-RXN.c', 'META:2.6.1.57-RXN.c.metaexp.P-HYDROXY-PHENYLPYRUVATE_TYR']	L-tyrosine:2-oxoglutarate aminotransferase_c0
rxn01215_c0	NULL	R01660	META:GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN.c	3-phospho-D-glyceroyl-phosphate:alpha-D-glucose-1-phosphate 6-phosphotransferase_c0
rxn05322_c0	['BTMAT1', 'EAR40x']	R04429	NULL	Butyryl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0
rxn12848_c0	NULL	NULL	NULL	Gly-Cys ABC transporters_c0
rxn00792_c0	['BTNL1', 'BACCL']	R01074	NULL	biotin:CoA ligase (AMP-forming)_c0
rxn03537_c0	ACBIPGT	R05222	['META:COBINPGUANYLYLTRANS-RXN', 'META:COBINPGUANYLYLTRANS-RXN.c']	R05222_c0
rxn01316_c0	ACNPLYSr	R01804	NULL	phosphoenolpyruvate:N-acetyl-D-mannosamine C-(1-carboxyvinyl)transferase (phosphate-hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0
rxn13782_c0	NULL	NULL	NULL	Protein biosynthesis_c0
rxn10279_c0	NULL	NULL	NULL	isohexadecanoyl-UDP-glucosyltransferase (diglucosyl)_c0
rxn04270_c0	NULL	R06407	NULL	cis-2-Methyl-5-isopropylhexa-2,5-dienal dehydrogenase_c0
rxn01666_c0	NULL	R02319	NULL	NTP phosphohydrolase_c0
rxn05430_c0	NULL	NULL	NULL	14-methyl-3-oxo-pentadecanoyl-ACP:NADP+ oxidoreductase_c0
rxn10276_c0	NULL	NULL	NULL	isotetradecanoyl-UDP-glucosyltransferase (diglucosyl)_c0
rxn11838_c0	NULL	R08310	NULL	4-hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one:NAD+ oxidoreductase_c0
rxn01917_c0	['ACGK', 'ACGKm']	R02649	['META:ACETYLGLUTKIN-RXN', 'META:ACETYLGLUTKIN-RXN.c']	ATP:N-acetyl-L-glutamate 5-phosphotransferase_c0
rxn10236_c0	NULL	NULL	NULL	anteisopentadecanoyl-phosphatidylserine decarboxylase_c0
rxn10271_c0	NULL	NULL	NULL	palmitoyl-UDP-glucosyltransferase (diglucosyl)_c0
rxn10282_c0	NULL	NULL	NULL	stearoyl-UDP-glucosyltransferase (monoglucosyl)_c0
rxn08527_c0	FRD2	NULL	NULL	fumarate reductase_c0
rxn05501_c0	ARBTptspp	NULL	NULL	arbutin transport via PEP:Pyr PTS_c0
rxn01509_c0	['DGK1', 'GUK1_2']	R02090	['META:GMKALT-RXN.c', 'META:GMKALT-RXN']	ATP:dGMP phosphotransferase_c0
rxn01999_c0	NULL	R02773	['META:2.6.1.33-RXN', 'META:2.6.1.33-RXN.c']	dTDP-4-amino-4,6-dideoxy-D-glucose:2-oxoglutarate aminotransferase_c0
rxn02011_c0	UAAGDS	R02788	['META:UDP-NACMURALGLDAPLIG-RXN', 'META:UDP-NACMURALGLDAPLIG-RXN.c']	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming)_c0
rxn00173_c0	PTAr	R00230	['META:PHOSACETYLTRANS-RXN', 'META:PHOSACETYLTRANS-RXN.c', 'META:PHOSACETYLTRANS-RXN.e']	acetyl-CoA:phosphate acetyltransferase_c0
rxn01548_c0	['PNP1_11', 'PNP1_8', 'PUNP3', 'U104', 'PUNP3m']	R02147	['META:RXN0-5199.c', 'META:GUANPHOSPHOR-RXN.c', 'META:RXN0-5199']	guanosine:phosphate alpha-D-ribosyltransferase_c0
rxn08528_c0	FRD3	NULL	NULL	fumarate reductase_c0
rxn01145_c0	['NTD5pp', 'U25', 'NTD5']	R01569	['META:THYMIDYLATE-5-PHOSPHATASE-RXN.c', 'META:THYMIDYLATE-5-PHOSPHATASE-RXN']	Thymidylate 5'-phosphohydrolase_c0
rxn07586_c0	COPREC5AHy	R07772	META:RXN-8763.c	cobalt-precorrin 5A acylhydrolase_c0
rxn09205_c0	PSSA120	NULL	NULL	Phosphatidylserine syntase (n-C12:0)_c0
rxn01991_c0	NULL	R02755	META:DIAMINOPIMELATE-DEHYDROGENASE-RXN.c	meso-2,6-diaminoheptanedioate:NADP+ oxidoreductase (deaminating)_c0
rxn11475_c0	NULL	R03871	NULL	(S)-Methylmalonate semialdehyde:oxygen oxidoreductase_c0
rxn05163_c0	['PTRCabcpp', 'PTRCabc']	NULL	META:ABC-25-RXN	putrescine transport via ABC system_c0
rxn05364_c0	NULL	NULL	NULL	6-methyl-3-oxo-octanoyl-ACP:NADP+ oxidoreductase_c0
rxn09201_c0	PSD161	NULL	NULL	Phosphatidylserine decarboxylase (n-C16:1)_c0
rxn05202_c0	['XANt2', 'XANt6', 'XANt2pp']	NULL	['META:RXN-5076', 'META:TRANS-RXN-206.ce', 'META:TRANS-RXN-206']	TRANS-RXN-206.ce_c0
rxn02115_c0	NULL	R02949	META:ACETOIN-RACEMASE-RXN.c	(R)-Acetoin racemase_c0
rxn10122_c0	NADH6	NULL	NULL	NADH dehydrogenase (ubiquinone-8 & 3.5 protons)_c0
rxn05547_c0	DIPEPabc9	NULL	META:3.6.3.23-RXN.ce.metaexp.CPD-13394_CPD-13394	oligopeptide-transporting ATPase_c0
rxn08352_c0	DMPPS	R08210	['META:RXN0-884.c.metaexp.NAD_NADH', 'META:RXN0-884.d.metaexp.NAD_NADH']	R08210_c0
rxn00187_c0	GLNS	R00253	['META:GLUTAMINESYN-RXN.d', 'META:GLUTAMINESYN-RXN.m', 'META:GLUTAMINESYN-RXN.c']	L-Glutamate:ammonia ligase (ADP-forming)_c0
rxn00376_c0	NULL	R00526	['META:FORMYLASPARTATE-DEFORMYLASE-RXN', 'META:FORMYLASPARTATE-DEFORMYLASE-RXN.c']	N-Formyl-L-aspartate amidohydrolase_c0
rxn05734_c0	['ALDD30', 'GLXO1']	NULL	NULL	aldehyde dehydrogenase (glyoxylate, NAD)_c0
rxn00772_c0	RBKr	R01051	META:RIBOKIN-RXN	ATP:D-ribose 5-phosphotransferase_c0
rxn02229_c0	NULL	R03105	NULL	3-Mercaptopyruvate:cyanide sulfurtransferase_c0
rxn00546_c0	M1PD	R00758	NULL	D-Mannitol-1-phosphate:NAD+ 5-oxidoreductase_c0
rxn05682_c0	['ALLTNt6', 'ALLTNt2r', 'ALLTNt2rpp', 'ALLNt2']	NULL	NULL	allantoin transport in via proton symport_c0
rxn00006_c0	['CTA1', 'CAT', 'CTT1', 'CATp']	R00009	['META:RXN-12121.c', 'META:CATAL-RXN', 'META:CATAL-RXN.c', 'META:RXN-12121.p', 'META:CATAL-RXN.x']	hydrogen-peroxide:hydrogen-peroxide oxidoreductase_c0
rxn02503_c0	HPPKm	R03503	['META:H2PTERIDINEPYROPHOSPHOKIN-RXN.c', 'META:H2PTERIDINEPYROPHOSPHOKIN-RXN']	ATP:2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine 6'-pyrophosphotransferase_c0
rxn05463_c0	NULL	NULL	NULL	Octodecanoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn05338_c0	['3OAR100', 'HDER4r', 'HDER4']	R04534	['META:RXN-9528.c', 'META:RXN-9528']	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0
rxn02262_c0	NULL	R03161	META:FUCOKINASE-RXN	ATP:6-deoxy-L-galactose 1-phosphotransferase_c0
rxn00627_c0	NULL	R00866	NULL	ATP:D-fructose 1-phosphotransferase_c0
rxn03135_c0	IG3PS	R04558	['META:GLUTAMIDOTRANS-RXN.c', 'META:GLUTAMIDOTRANS-RXN', 'META:GLUTAMIDOTRANS-RXN.d']	R04558_c0
rxn00263_c0	NULL	R00359	['META:D-ASPARTATE-OXIDASE-RXN.x', 'META:D-ASPARTATE-OXIDASE-RXN.c']	D-Aspartate:oxygen oxidoreductase (deaminating)_c0
rxn08085_c0	AGPAT141	NULL	NULL	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)_c0
rxn01345_c0	NULL	R01845	['META:SEDOHEPTULOSE-BISPHOSPHATASE-RXN', 'META:SEDOHEPTULOSE-BISPHOSPHATASE-RXN.c']	Sedoheptulose 1,7-bisphosphate 1-phosphohydrolase_c0
rxn05429_c0	NULL	NULL	NULL	12-methyl-tridecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn05645_c0	['RIBFLVt2', 'RIBFLVt6', 'U229']	NULL	NULL	riboflavin transport in via proton symport_c0
rxn08310_c0	DASYN161	NULL	NULL	CDP-diacylglycerol synthetase (n-C16:1)_c0
rxn00915_c0	['GUAPRT', 'GUAPRTr', 'HPT1_2']	R01229	['META:GUANPRIBOSYLTRAN-RXN.c', 'META:GUANPRIBOSYLTRAN-RXN']	GMP:diphosphate 5-phospho-alpha-D-ribosyltransferase_c0
rxn02853_c0	ALDD20x	R04065	['META:RXN-10089', 'META:RXN-10089.c']	Imidazole acetaldehyde:NAD+ oxidoreductase_c0
rxn01515_c0	NULL	R02096	NULL	dTTP:cytidine 5'-phosphotransferase_c0
rxn06752_c0	NULL	['R06012', 'R04634']	NULL	R04634_c0
rxn10224_c0	NULL	NULL	NULL	anteisopentadecanoyl-phosphatidate cytidylyltransferase_c0
rxn05337_c0	['HHYR2', '3OAR60']	R04953	['META:RXN-9518', 'META:RXN-9518.c']	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0
rxn10133_c0	['PPPNt2', 'PPPNt2rpp', 'PPPNt2r']	NULL	NULL	3-phenylpropionate transport via proton symport, reversible (periplasm)_c0
rxn01135_c0	OXACOAL	R01558	['META:OXALATE--COA-LIGASE-RXN.c', 'META:OXALATE--COA-LIGASE-RXN']	Oxalate:CoA ligase (AMP-forming)_c0
rxn01653_c0	['FTHFCLm', 'FTHFCL']	R02301	['META:5-FORMYL-THF-CYCLO-LIGASE-RXN.c', 'META:5-FORMYL-THF-CYCLO-LIGASE-RXN.m']	5-Formyltetrahydrofolate cyclo-ligase (ADP-forming)_c0
rxn00163_c0	NULL	R00218	['META:4.1.1.78-RXN.c', 'META:4.1.1.78-RXN']	acetylenedicarboxylate carboxy-lyase (pyruvate-forming)_c0
rxn00474_c0	TRPS2	R00674	['META:RXN0-2382', 'META:RXN0-2382.d', 'META:RXN0-2382.c']	"L-serine hydro-lyase (adding indole; L-tryptophan-forming)_c0"
rxn03147_c0	['PRASCS', 'ADE1']	R04591	['META:SAICARSYN-RXN', 'META:SAICARSYN-RXN.c']	1-(5-Phosphoribosyl)-5-amino-4-carboxyimidazole:L-aspartate ligase (ADP-forming)_c0
rxn03843_c0	NULL	R05555	['META:RXN0-5180.c', 'META:RXN0-5180']	Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase_c0
rxn05376_c0	NULL	NULL	NULL	12-methyl-3-oxo-tetra-decanoyl-ACP:NADP+ oxidoreductase_c0
rxn01123_c0	DDGLK	R01541	['META:DEOXYGLUCONOKIN-RXN.c', 'META:DEOXYGLUCONOKIN-RXN']	ATP:2-dehydro-3-deoxy-D-gluconate 6-phosphotransferase_c0
rxn08557_c0	G3PD6	NULL	NULL	glycerol-3-phosphate dehydrogenase (menaquinone-8)_c0
rxn11809_c0	NULL	R08281	NULL	alcophosphamide:NAD+ oxidoreductase_c0
rxn01116_c0	['RPE1', 'RPE']	R01529	['META:RIBULP3EPIM-RXN.c', 'META:RIBULP3EPIM-RXN']	D-Ribulose-5-phosphate 3-epimerase_c0
rxn00606_c0	TRE6PH	['R06113', 'R00837']	META:TRE6PHYDRO-RXN	alpha,alpha-Trehalose-6-phosphate phosphoglucohydrolase_c0
rxn02182_c0	NULL	R03046	META:BETA-ALANYL-COA-AMMONIA-LYASE-RXN.c	beta-alanyl-CoA ammonia-lyase (acryloyl-CoA-forming)_c0
rxn02811_c0	IPPMIa	R04001	['META:RXN-8991', 'META:RXN-8991.c']	3-Isopropylmalate hydro-lyase_c0
rxn05173_c0	['ARBabcpp', 'ARBabc']	NULL	NULL	L-arabinose transport via ABC system_c0
rxn03062_c0	['IPMD', 'IPMDr']	R04426	['META:3-ISOPROPYLMALDEHYDROG-RXN', 'META:3-ISOPROPYLMALDEHYDROG-RXN.c']	3-Isopropylmalate:NAD+ oxidoreductase_c0
rxn10258_c0	NULL	NULL	NULL	isohexadecanoyl-Diacylglycerol kinase_c0
rxn00829_c0	['DPMVD', 'MVD1']	R01121	['META:DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN', 'META:DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN.c']	"ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming)_c0"
rxn00868_c0	ACOAD1	R01171	['META:RXN-12558', 'META:RXN-12558.c', 'META:RXN-12558.m']	Butanoyl-CoA:(acceptor) 2,3-oxidoreductase_c0
rxn05608_c0	['MALTTRabc', 'MALTTRabcpp']	NULL	['META:TRANS-RXN0-503', 'META:3.6.3.18-RXN.ce.metaexp.MALTOTRIOSE_MALTOTRIOSE']	ATP phosphohydrolase (disaccharide-importing)_c0
rxn00670_c0	['PTA2r', 'PTAr_ppa', 'PTA2']	R00921	['META:PTAALT-RXN.c', 'META:PTAALT-RXN']	propanoyl-CoA:phosphate propanoyltransferase_c0
rxn01544_c0	['XPPT', 'XPT1']	R02142	['META:XANPRIBOSYLTRAN-RXN', 'META:XANPRIBOSYLTRAN-RXN.c']	XMP:pyrophosphate phosphoribosyltransferase_c0
rxn00863_c0	NULL	R01163	['META:HISTALDEHYD-RXN.c', 'META:HISTALDEHYD-RXN', 'META:HISTALDEHYD-RXN.d']	L-histidinal:NAD+ oxidoreductase_c0
rxn09113_c0	PGSA180	NULL	NULL	Phosphatidylglycerol synthase (n-C18:0)_c0
rxn00711_c0	['FUR1', 'UPPRTr', 'UPPRT']	R00966	['META:URACIL-PRIBOSYLTRANS-RXN.c', 'META:URACIL-PRIBOSYLTRANS-RXN']	UMP:diphosphate phospho-alpha-D-ribosyltransferase_c0
rxn05557_c0	FEDCabc	NULL	NULL	iron (III) dicitrate transport via ABC system_c0
rxn10184_c0	['SBTpts', 'SBTptspp']	NULL	NULL	D-sorbitol transport via PEP:Pyr PTS (periplasm)_c0
rxn01270_c0	NULL	R01731	['META:PREPHENATE-ASP-TRANSAMINE-RXN.c', 'META:PREPHENATE-ASP-TRANSAMINE-RXN']	L-arogenate:2-oxoglutarate aminotransferase_c0
rxn00908_c0	['GCV1_2', 'GLYCL_2']	R01221	['META:GCVMULTI-RXN.c', 'META:GCVMULTI-RXN.m']	glycine synthase_c0
rxn08299_c0	DAGK180	NULL	NULL	diacylglycerol kinase (n-C18:0)_c0
rxn02894_c0	NULL	R04143	['META:5-METHYLTHIORIBOSE-KINASE-RXN', 'META:5-METHYLTHIORIBOSE-KINASE-RXN.c']	ATP:S5-methyl-5-thio-D-ribose 1-phosphotransferase_c0
rxn05515_c0	NULL	NULL	META:3.6.3.33-RXN.ce.metaexp.CPD-1829_CPD-1829	ATP phosphohydrolase (vitamin B12-importing)_c0
rxn00986_c0	NULL	R01354	NULL	ATP:propanoate adenylyltransferase_c0
rxn10215_c0	NULL	NULL	NULL	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0
rxn05412_c0	NULL	NULL	NULL	4-methyl-trans-pent-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn01138_c0	['PNP1_10', 'PUNP1', 'PNP1_7', 'PUNP1m', 'U103']	R01561	['META:ADENPHOSPHOR-RXN', 'META:ADENPHOSPHOR-RXN.c']	Adenosine:phosphate alpha-D-ribosyltransferase_c0
rxn14090_c0	NULL	R08952	['META:2.5.1.71-RXN.d', 'META:2.5.1.71-RXN.c', 'META:2.5.1.71-RXN']	dimethylallyl-diphosphate:leachianone-G 2''-dimethylallyltransferase_c0
rxn02402_c0	['QPT1_1', 'NNDPR', 'NNDPRm', 'QPT1_2']	R03348	['META:QUINOPRIBOTRANS-RXN.c', 'META:QUINOPRIBOTRANS-RXN', 'META:QUINOPRIBOTRANS-RXN.d']	Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxylating)_c0
rxn08291_c0	DAAD	NULL	NULL	D-Amino acid dehydrogenase_c0
rxn05428_c0	NULL	NULL	NULL	12-methyl-trans-tridec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn05452_c0	NULL	NULL	NULL	14-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase_c0
rxn01607_c0	['ERG12_1', 'MEVK1']	R02245	['META:MEVALONATE-KINASE-RXN', 'META:MEVALONATE-KINASE-RXN.x', 'META:MEVALONATE-KINASE-RXN.c']	ATP:(R)-mevalonate 5-phosphotransferase_c0
rxn05465_c0	['MCT1', 'MCOATA', 'FAS1_1', 'MCOATAm']	R01626	META:MALONYL-COA-ACP-TRANSACYL-RXN.c	Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase_c0
rxn12845_c0	NULL	NULL	NULL	Gly-Leu aminopeptidase_c0
rxn05380_c0	NULL	NULL	NULL	14-methyl-3-oxo-hexa-decanoyl-ACP:NADP+ oxidoreductase_c0
rxn05347_c0	['FAS2_1_1', 'KAS14', 'CEM1_1', 'ACMAT1']	R04355	['META:3-OXOACYL-ACP-SYNTH-BASE-RXN', 'META:3-OXOACYL-ACP-SYNTH-BASE-RXN.c']	Acyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn06077_c0	METSR-S1	R02025	NULL	L-methionine:oxidized-thioredoxin S-oxidoreductase_c0
rxn04413_c0	NULL	R06558	META:RXN-14063	R06558_c0
rxn00404_c0	NULL	R00565	['META:GLYCINE-AMIDINOTRANSFERASE-RXN.c', 'META:GLYCINE-AMIDINOTRANSFERASE-RXN.m', 'META:GLYCINE-AMIDINOTRANSFERASE-RXN']	L-Arginine:glycine amidinotransferase_c0
rxn00145_c0	['CYB2', 'L_LACD', 'L-LACDm', 'L-LACD']	R00196	NULL	(S)-Lactate:ferricytochrome-c 2-oxidoreductase_c0
rxn03407_c0	NULL	R05030	NULL	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:ammonia ligase (ADP-forming)_c0
rxn05387_c0	NULL	NULL	NULL	5-methyl-trans-hex-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0
rxn08547_c0	G3PAT140	NULL	NULL	glycerol-3-phosphate acyltransferase (C14:0)_c0
rxn05143_c0	NULL	R07442	['META:RXN-8014', 'META:RXN-8014.c']	sinapoyl aldehyde:NADP oxidoreductase_c0
rxn05732_c0	ACOAD7	NULL	NULL	acyl-CoA dehydrogenase (hexadecanoyl-CoA)_c0
rxn05388_c0	NULL	NULL	NULL	5-methyl-hexanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0
rxn14287_c0	NULL	R06736	NULL	acetyl-CoA:pseudotropine O-acetyltransferase_c0
rxn02527_c0	NULL	R03544	['META:RXN-161', 'META:ALCOHOL-DEHYDROGENASE-NADP+-RXN.c.metaexp.BUTANAL_BUTANOL_NAD_NADH', 'META:ENZRXN-161-RXN.c']	R03544_c0
rxn01870_c0	FBA2	R02568	['META:RXN-8631', 'META:RXN-8631.d', 'META:RXN-8631.c']	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase_c0
rxn01303_c0	['MET2', 'HSERTA', 'HSAT']	R01776	['META:HOMOSERINE-O-ACETYLTRANSFERASE-RXN', 'META:HOMOSERINE-O-ACETYLTRANSFERASE-RXN.c']	Acetyl-CoA:L-homoserine O-acetyltransferase_c0
rxn08901_c0	MDH3	NULL	NULL	Malate dehydrogenase (menaquinone 8 as acceptor)_c0
rxn00113_c0	NULL	R00149	['META:6.3.4.16-RXN.m', 'META:6.3.4.16-RXN.c']	Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)_c0
rxn04736_c0	NULL	R06927	NULL	(2-naphthyl)methanol:NAD+ oxidoreductase_c0
rxn02433_c0	NULL	R03392	META:1.17.1.1-RXN.c.metaexp.NADP_NADPH	CDP-4-dehydro-3,6-dideoxy-D-glucose:NADP+ 3-oxydoreductase_c0
rxn04143_c0	TARTRDH	R06180	['META:TARTRATE-DEHYDROGENASE-RXN', 'META:TARTRATE-DEHYDROGENASE-RXN.c']	R06180_c0
rxn07579_c0	NULL	R07765	['META:RXN-9635', 'META:RXN-9635.d', 'META:RXN-9635.c']	R07765_c0
rxn00297_c0	['UAG2E', 'UAG2Ei']	R00420	['META:UDPGLCNACEPIM-RXN', 'META:UDPGLCNACEPIM-RXN.c']	UDP-N-acetyl-D-glucosamine 2-epimerase_c0
rxn00745_c0	DHAPT	R01012	['META:2.7.1.121-RXN', 'META:2.7.1.121-RXN.c']	Phosphoenolpyruvate:glycerone phosphotransferase_c0
rxn06023_c0	NULL	R01625	META:HOLO-ACP-SYNTH-RXN.c	CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase_c0
rxn03481_c0	NULL	R05133	['META:RXN0-5295', 'META:RXN0-5295.c']	Arbutin 6-phosphate glucohydrolase_c0
rxn00611_c0	['G3PD1ir', 'GPD1', 'G3PD1irm', 'GPD2', 'G3PD1']	R00842	['META:1.1.1.8-RXN.c', 'META:1.1.1.8-RXN', 'META:GLYC3PDEHYDROGBIOSYN-RXN.c.metaexp.NAD_NADH']	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase_c0
rxn07435_c0	NULL	R07604	NULL	R07604_c0
